SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,BOS,Operation_Code,STATUS
1,thinner,190,94,2.6,47,240.7,22095,0
1,gasoline,110,96,1.5,67,250.8,22096,0
4,gasoline,70,108,13.5,38,282.4,22098,1
4,kerosene,100,91,9,16,259.05,22099,0
1,thinner,20,96,4,67,252.8,22101,1
1,kerosene,180,92,3.3,14,253.6,22104,0
5,thinner,90,104,0,70,297.2,22107,0
2,kerosene,10,75,0.8,1,216.25,22108,0
1,thinner,130,99,5,42,263.45,22109,1
2,thinner,120,84,2.5,3,261.2,22111,0
3,gasoline,60,88,11,14,250.4,22112,1
1,kerosene,20,88,13.3,27,253.4,22114,1
6,lpg,20,96,0,75,265.8,22115,0
5,kerosene,150,97,0,75,282.35,22116,0
3,gasoline,10,106,15.1,18,315.3,22130,1
3,gasoline,170,96,3.2,40,255.8,22131,0
1,thinner,20,90,15.2,38,241.5,22141,1
4,gasoline,20,92,12,9,271.6,22144,1
4,gasoline,130,91,4,10,245.05,22147,0
6,lpg,130,106,6.4,38,270.3,22149,1
5,gasoline,50,107,14.4,45,298.85,22150,1
3,kerosene,100,103,2.1,66,278.65,22153,0
2,thinner,170,94,3.7,32,266.7,22161,0
1,kerosene,190,96,0,68,247.8,22162,0
3,kerosene,10,93,15.1,51,245.15,22165,1
1,thinner,110,105,7.4,44,282.75,22170,1
2,gasoline,80,104,11.9,47,305.2,22171,1
6,lpg,60,105,12.5,50,301.75,22174,1
3,gasoline,30,110,16,45,311.5,22175,1
5,thinner,140,96,4.6,44,293.8,22178,0
5,kerosene,40,108,14.4,33,318.4,22183,1
1,thinner,140,104,4.4,48,266.2,22184,0
2,kerosene,160,93,5.6,14,278.15,22187,0
3,thinner,90,105,10.6,22,285.75,22189,1
3,kerosene,60,107,14.2,33,290.85,22190,1
1,kerosene,30,75,0,1,215.25,22192,0
5,kerosene,90,90,8.9,8,272.5,22195,1
5,thinner,50,108,12.5,51,293.4,22197,1
4,thinner,150,96,1,66,254.8,22198,0
1,thinner,120,96,0,72,291.8,22199,0
1,kerosene,150,102,3.7,48,310.1,22212,0
1,gasoline,70,105,12.2,47,283.75,22217,1
2,thinner,140,104,4.4,48,289.2,22219,0
4,thinner,90,106,6.1,55,282.3,22224,0
1,kerosene,180,93,2.2,12,245.15,22244,0
7,lpg,70,107,13.2,40,281.85,22246,1
4,thinner,10,96,2.6,70,250.8,22260,1
1,gasoline,190,93,2.3,48,278.15,22261,0
2,thinner,30,110,15.2,40,282.5,22262,1
2,kerosene,140,88,2.3,11,238.4,22271,0
5,gasoline,120,85,4.2,4,224.75,22274,0
4,gasoline,110,74,0,1,192.7,22276,0
3,thinner,10,88,8.8,4,250.4,22277,1
1,thinner,100,92,5.6,10,260.6,22278,1
3,gasoline,160,91,2.2,11,238.05,22295,0
6,lpg,80,90,10.7,18,235.5,22299,1
1,gasoline,130,95,3.4,60,284.25,22307,0
6,lpg,40,93,14.5,48,264.15,22309,1
4,thinner,170,94,1.7,55,245.7,22310,0
6,lpg,80,106,11.6,28,296.3,22311,1
5,gasoline,110,108,4.2,52,316.4,22312,0
7,lpg,140,95,1.3,66,268.25,22322,0
2,thinner,190,94,3.1,24,262.7,22327,0
1,thinner,120,104,5.7,21,273.2,22328,1
5,thinner,130,89,5.3,18,271.95,22329,0
4,gasoline,40,107,14.9,45,274.85,22333,1
4,kerosene,50,92,14.9,44,273.6,22336,1
3,thinner,120,96,2.2,65,269.8,22337,0
3,thinner,180,88,3.3,6,248.4,22348,0
4,gasoline,180,101,3.2,42,284.55,22350,0
3,thinner,110,83,3.7,3,250.65,22352,0
3,kerosene,100,107,9.6,38,284.85,22355,1
4,thinner,80,106,12.2,30,303.3,22356,1
6,lpg,10,88,8.8,4,245.4,22359,0
5,kerosene,160,93,2.3,12,240.15,22360,0
2,kerosene,50,105,11.5,20,284.75,22361,1
4,kerosene,170,94,2.3,52,257.7,22366,0
1,kerosene,30,110,15.2,38,316.5,22367,1
5,kerosene,80,104,10.4,24,294.2,22371,1
2,thinner,140,93,5.6,33,250.15,22376,0
3,kerosene,160,74,0,1,222.7,22378,0
1,gasoline,70,86,9.5,5,261.3,22379,1
2,thinner,20,90,11,6,263.5,22382,1
1,gasoline,20,92,13.2,21,234.6,22405,1
5,thinner,170,97,0,72,254.35,22413,0
2,kerosene,100,85,3.7,3,254.75,22419,0
1,gasoline,50,90,9.3,5,269.5,22420,1
1,gasoline,160,93,5.8,32,253.15,22421,0
2,kerosene,180,89,3.4,17,250.95,22422,0
2,thinner,190,102,2.5,51,298.1,22423,0
4,kerosene,180,103,2.5,52,277.65,22423,0
7,lpg,190,72,0,1,191.6,22433,0
4,kerosene,80,89,8.5,9,260.95,22441,1
1,gasoline,190,96,2.9,38,281.8,22444,0
7,lpg,70,90,13,30,267.5,22445,1
4,kerosene,80,75,0,1,237.25,22449,0
1,thinner,80,106,10.6,22,291.3,22456,1
1,kerosene,40,107,15.2,44,278.85,22457,1
2,gasoline,30,109,15.4,48,300.95,22466,1
1,kerosene,140,87,4.8,4,236.85,22467,0
6,lpg,120,78,1.4,2,231.9,22469,0
3,thinner,30,86,11.6,18,262.3,22470,1
1,thinner,110,101,6,18,272.55,22471,1
5,thinner,120,90,7.7,16,279.5,22472,0
5,thinner,80,88,9.5,6,267.4,22473,0
1,kerosene,20,87,7.8,4,262.85,22474,1
3,gasoline,190,92,2,19,235.6,22476,0
5,kerosene,170,92,3.8,22,268.6,22483,0
2,kerosene,10,90,11,5,239.5,22487,1
6,lpg,120,90,7.7,16,243.5,22489,1
5,thinner,130,91,4,10,280.05,22493,0
2,thinner,150,92,4.5,24,252.6,22497,1
3,kerosene,100,105,10.4,28,282.75,22501,1
4,kerosene,80,91,10.3,16,272.05,22502,1
4,kerosene,80,94,6.5,55,254.7,22508,0
2,gasoline,90,75,0,1,211.25,22517,0
3,gasoline,170,94,2.3,52,266.7,22519,0
3,kerosene,120,103,8.5,33,297.65,22521,0
5,thinner,50,106,14.1,32,298.3,22525,1
5,gasoline,180,88,3.3,6,248.4,22534,0
2,thinner,180,102,3.2,16,297.1,22539,0
2,kerosene,140,91,4,21,254.05,22548,0
7,lpg,70,87,8.1,4,221.85,22551,0
3,kerosene,150,92,4.9,16,267.6,22553,0
2,kerosene,190,100,3.2,27,276,22554,0
5,thinner,90,104,10.2,20,282.2,22555,1
2,gasoline,10,92,12.5,11,275.6,22557,1
3,gasoline,60,107,14.2,32,310.85,22558,1
7,lpg,50,108,13.2,52,319.4,22560,1
5,kerosene,160,94,3.3,47,246.7,22565,0
5,thinner,30,86,7.4,3,235.3,22566,0
5,thinner,130,92,6.5,26,260.6,22570,0
1,gasoline,110,92,6.5,21,277.6,22571,1
1,kerosene,10,93,15.4,52,276.15,22572,1
1,kerosene,70,90,10.2,7,275.5,22573,1
1,thinner,60,102,3.7,66,284.1,22574,0
1,gasoline,80,90,10.7,18,236.5,22576,1
4,thinner,80,85,5,3,245.75,22577,0
1,thinner,150,90,6,15,237.5,22578,1
1,thinner,50,104,12,18,270.2,22579,1
6,lpg,180,91,2.1,8,282.05,22580,0
3,kerosene,10,109,15.4,46,312.95,22581,1
6,lpg,40,91,11.5,8,261.05,22585,1
3,gasoline,40,108,14.4,33,292.4,22586,1
5,kerosene,80,110,11.6,38,298.5,22587,1
4,gasoline,180,105,1.1,65,286.75,22589,0
4,gasoline,100,89,7,18,240.95,22593,1
3,gasoline,140,91,4.3,23,264.05,22594,1
1,gasoline,180,90,2.9,13,250.5,22595,0
5,thinner,90,88,7.4,11,248.4,22597,0
4,gasoline,180,101,3.1,44,291.55,22600,0
3,thinner,170,88,3.1,15,230.4,22601,1
3,thinner,100,95,5.7,50,275.25,22602,0
4,gasoline,70,86,5.8,3,220.3,22603,0
5,gasoline,170,92,3.9,20,263.6,22605,0
4,gasoline,170,92,3.6,19,267.6,22609,0
5,kerosene,60,110,13.8,47,321.5,22610,1
4,kerosene,60,107,13.6,28,294.85,22616,1
4,thinner,120,89,9,14,257.95,22619,1
3,gasoline,80,92,10.5,21,260.6,22620,1
3,kerosene,60,102,0,72,310.1,22621,0
1,thinner,10,103,14.9,35,273.65,22625,1
2,gasoline,60,89,11.2,15,249.95,22628,1
3,thinner,160,93,5.3,33,275.15,22629,0
4,thinner,60,88,9.7,5,235.4,22630,1
3,kerosene,80,91,10.3,16,262.05,22632,1
1,gasoline,130,97,5.7,46,266.35,22633,0
5,gasoline,140,86,5.4,17,248.3,22644,1
1,gasoline,160,97,0,75,274.35,22646,0
3,thinner,170,92,3.8,22,267.6,22652,0
3,gasoline,50,90,10.5,6,230.5,22653,1
4,thinner,150,91,2.8,10,261.05,22654,0
1,kerosene,130,89,5.3,18,240.95,22659,1
4,thinner,30,89,14.2,32,261.95,22660,1
3,gasoline,70,95,11.2,23,287.25,22662,1
3,thinner,30,106,11.5,20,284.3,22665,1
2,kerosene,70,107,13.6,35,308.85,22666,1
1,kerosene,100,92,5.6,10,273.6,22669,1
6,lpg,10,95,12,60,276.25,22670,1
1,gasoline,140,89,4.4,7,266.95,22672,0
6,lpg,60,90,9.6,12,264.5,22674,1
3,thinner,160,102,2.7,48,302.1,22677,0
2,kerosene,50,107,14.4,33,317.85,22678,1
4,thinner,110,108,0,75,292.4,22694,0
1,kerosene,40,107,14.5,46,294.85,22695,1
5,thinner,140,93,5.7,30,250.15,22697,0
7,lpg,160,91,4.8,34,279.05,22699,0
4,gasoline,80,104,11.3,23,293.2,22712,1
3,kerosene,20,95,16,46,286.25,22718,1
3,gasoline,50,107,14.2,35,281.85,22726,1
5,gasoline,60,90,9.6,12,278.5,22727,1
5,kerosene,30,86,10,13,243.3,22728,1
6,lpg,20,92,13.8,23,239.6,22729,1
2,kerosene,70,89,8.8,12,269.95,22730,1
1,thinner,20,92,16,44,279.6,22732,1
2,gasoline,150,85,4.8,5,230.75,22733,1
2,gasoline,90,88,10,7,248.4,22735,1
4,thinner,60,88,11,14,249.4,22737,1
1,kerosene,170,92,3.9,20,263.6,22738,0
4,gasoline,170,92,4,34,234.6,22739,0
3,gasoline,60,90,10.6,7,259.5,22740,1
5,thinner,70,87,8.1,4,245.85,22741,0
5,thinner,80,89,10.3,15,250.95,22749,1
5,kerosene,40,107,14.4,34,303.85,22753,1
4,kerosene,190,97,2.6,28,270.35,22754,0
4,kerosene,40,86,7.4,3,263.3,22755,0
4,thinner,100,92,5.6,10,278.6,22756,1
3,thinner,120,103,5,50,307.65,22757,0
4,thinner,150,90,6,15,242.5,22759,0
3,thinner,90,90,8.9,8,263.5,22762,1
5,kerosene,100,104,0,68,304.2,22766,0
3,gasoline,130,96,6.1,25,251.8,22771,1
5,gasoline,180,93,2.2,12,259.15,22784,0
6,lpg,40,108,14.8,40,319.4,22791,1
3,kerosene,160,91,2.2,10,262.05,22792,0
3,gasoline,70,87,10.6,14,268.85,22796,1
2,kerosene,180,92,2.2,9,282.6,22797,0
5,thinner,140,91,4,21,237.05,22798,0
2,kerosene,180,90,2.8,7,253.5,22801,0
1,thinner,160,90,4,13,277.5,22807,1
2,gasoline,150,89,5.6,30,246.95,22809,0
4,kerosene,170,96,0,66,266.8,22810,0
5,thinner,100,104,10.3,35,290.2,22811,0
5,gasoline,40,90,12.5,24,232.5,22812,1
4,gasoline,190,93,2,12,283.15,22813,0
5,kerosene,180,88,3.6,15,251.4,22814,0
3,thinner,70,90,9.5,8,252.5,22816,1
3,gasoline,150,92,3.3,18,283.6,22817,1
7,lpg,100,104,7.5,26,306.2,22818,1
1,gasoline,20,91,12.2,8,268.05,22834,1
1,kerosene,90,84,3.2,2,236.2,22835,0
1,kerosene,80,107,12.2,42,299.85,22837,1
1,thinner,190,103,3.2,42,306.65,22840,0
2,kerosene,150,89,3.1,7,259.95,22845,0
5,kerosene,30,87,11,6,232.85,22851,1
3,gasoline,110,106,7.7,40,309.3,22855,1
1,kerosene,10,108,14.9,33,284.4,22859,1
4,thinner,70,106,12,26,306.3,22862,1
4,kerosene,10,96,0,75,270.8,22865,0
1,gasoline,60,103,4.4,65,262.65,22866,1
4,thinner,190,104,0,75,294.2,22867,0
6,lpg,160,92,5.7,24,235.6,22895,1
4,thinner,40,86,11.5,18,226.3,22899,1
4,gasoline,160,93,4.9,25,257.15,22900,0
5,kerosene,20,95,16,46,266.25,22904,1
5,gasoline,90,102,10.9,16,286.1,22906,1
3,kerosene,190,96,2.9,38,246.8,22908,0
2,thinner,10,105,12.9,8,282.75,22909,1
5,kerosene,130,74,0,1,202.7,22910,0
1,kerosene,130,103,5.6,40,263.65,22914,0
4,kerosene,30,87,9.2,4,231.85,22915,1
2,kerosene,140,96,4.6,44,275.8,22917,0
7,lpg,70,90,10.7,15,233.5,22919,1
1,thinner,60,107,14.4,36,287.85,22920,1
6,lpg,110,87,5.2,11,261.85,22923,1
5,gasoline,20,91,15,35,242.05,22924,1
3,gasoline,120,105,7.2,38,316.75,22926,1
5,gasoline,170,84,3.6,4,242.2,22927,0
3,thinner,70,106,13.5,36,314.3,22939,1
2,thinner,150,89,5.6,30,246.95,22940,0
7,lpg,100,90,5.8,8,229.5,22941,1
1,kerosene,80,89,10.4,17,241.95,22942,1
3,thinner,50,101,0,68,273.55,22943,0
2,kerosene,120,89,9,14,276.95,22945,1
1,gasoline,120,94,6,5,243.7,22946,0
5,gasoline,190,87,2.5,6,243.85,22947,0
2,kerosene,10,108,15.7,20,297.4,22952,1
3,gasoline,100,92,5.6,21,234.6,22960,1
5,kerosene,100,105,2.5,65,304.75,22961,0
2,thinner,180,95,1.5,55,288.25,22962,0
2,gasoline,50,108,12.5,51,294.4,22963,1
4,gasoline,150,88,4.3,6,251.4,22966,0
4,kerosene,150,102,3.7,48,286.1,22968,0
2,gasoline,160,90,4,13,279.5,22972,1
3,thinner,120,105,7.2,38,309.75,22973,0
5,gasoline,40,93,13.5,50,271.15,22975,1
2,kerosene,20,88,13.3,27,255.4,22976,1
5,thinner,50,91,11.2,8,243.05,22983,1
2,kerosene,20,96,0,75,281.8,22988,0
2,thinner,10,111,15.2,47,318.05,35598D,1
7,lpg,170,83,2,3,219.65,35653,0
4,thinner,60,107,14.8,42,289.85,35914,1
2,gasoline,80,103,8.2,51,270.65,35916A,1
5,kerosene,180,92,3.2,23,271.6,35957,0
6,lpg,60,89,11.5,17,251.95,35961,1
2,gasoline,110,87,5.2,11,270.85,35967,1
4,thinner,180,92,3.1,45,260.6,37370,0
3,thinner,10,92,12.5,11,249.6,37444A,1
4,thinner,130,105,6.3,36,286.75,37447,0
1,thinner,140,92,4.5,40,260.6,37449,1
3,thinner,30,112,16,46,288.6,37462E,1
3,gasoline,70,105,0,70,304.75,37474,0
2,gasoline,160,97,0,75,256.35,46776C,0
3,kerosene,70,104,0,68,289.2,47021G,0
1,kerosene,110,106,10,26,314.3,47367B,1
4,gasoline,190,95,2.1,60,263.25,47471,0
5,thinner,80,95,5.8,60,255.25,47481,0
4,thinner,60,88,9.9,10,231.4,47503H,1
2,thinner,160,96,1,66,271.8,47504K,0
5,thinner,170,94,1.7,55,248.7,47559B,0
3,thinner,110,89,7.5,5,239.95,47566,0
4,gasoline,160,91,2.2,11,235.05,47591B,0
2,gasoline,80,89,8.5,9,265.95,47591D,1
2,kerosene,180,91,3.2,22,280.05,47593B,0
2,kerosene,20,92,12,9,247.6,48184,1
2,thinner,190,96,0,67,266.8,48185,0
3,gasoline,100,105,10.4,28,295.75,48187,1
2,kerosene,50,106,12.5,25,303.3,70006,1
3,kerosene,170,93,4.2,33,259.15,70007,0
3,thinner,180,92,2.2,9,246.6,71053,0
6,lpg,190,97,2.8,44,256.35,72051S,0
4,thinner,60,87,10.2,6,230.85,72351B,1
7,lpg,180,83,1.6,3,235.65,72598,0
7,lpg,120,105,7.2,38,292.75,72807A,0
4,thinner,170,96,4.6,26,262.8,72816,0
1,gasoline,80,105,10.6,25,312.75,72817,1
7,lpg,180,95,1.5,55,266.25,72818,0
4,gasoline,180,93,3.4,35,262.15,82551,0
1,kerosene,60,87,10.2,6,242.85,82580,1
3,thinner,10,110,15.7,42,312.5,82582,1
6,lpg,50,90,9.3,5,232.5,82583,1
2,kerosene,190,92,2.3,18,262.6,82599,0
3,gasoline,170,103,3.4,36,287.65,82600,0
1,thinner,100,89,4.9,12,239.95,82613B,1
2,kerosene,150,96,0,68,291.8,82613D,0
6,lpg,160,93,2.3,12,243.15,84029E,0
5,gasoline,160,78,1.4,2,242.9,84029G,0
2,kerosene,120,88,8.3,13,252.4,84030E,1
5,thinner,170,92,1.3,11,245.6,84031A,0
4,thinner,80,88,7.7,11,237.4,84031B,1
3,kerosene,170,96,3.4,45,256.8,84032A,0
1,thinner,80,89,10,7,269.95,84032B,1
1,kerosene,180,85,1.6,4,264.75,84050,0
4,kerosene,90,103,0,75,282.65,84086C,0
1,gasoline,160,95,4,40,259.25,84270,0
2,thinner,40,87,11.2,6,229.85,84313B,1
4,thinner,20,105,12.3,10,302.75,84347,1
1,gasoline,80,106,11.8,32,275.3,84375,1
5,kerosene,50,95,0,75,290.25,84378,0
4,kerosene,160,93,5.8,32,265.15,84380,0
5,gasoline,50,107,13.5,47,308.85,84406B,1
5,kerosene,120,103,7.9,36,312.65,84422,0
2,thinner,20,106,12.8,26,293.3,84429A,1
3,thinner,170,84,3.6,4,231.2,84459A,0
3,thinner,120,104,5.7,21,278.2,84509C,1
3,gasoline,130,106,5.7,45,273.3,84510C,0
5,kerosene,10,95,12,60,260.25,84519A,1
3,kerosene,140,102,3.7,51,288.1,84520B,0
7,lpg,80,110,11.6,38,284.5,84534B,1
3,gasoline,30,89,12.3,28,235.95,84536A,1
3,kerosene,180,102,2.5,51,271.1,84559A,0
7,lpg,10,108,15.4,22,313.4,84559B,1
1,kerosene,80,106,12,27,301.3,84568,1
4,thinner,190,87,2.5,6,222.85,84569A,0
5,kerosene,160,94,2.7,52,289.7,84569D,0
3,thinner,10,110,15.1,32,328.5,84580,1
3,kerosene,30,86,11.6,18,219.3,84581,1
1,thinner,70,107,13.2,40,311.85,84596F,1
6,lpg,10,108,15.7,20,293.4,84598,1
7,lpg,10,96,0,75,287.8,84659A,0
1,kerosene,50,106,12.5,25,320.3,84673B,1
2,thinner,20,107,1.1,68,282.85,84692,1
5,thinner,60,87,10.2,6,248.85,84754,1
3,gasoline,70,105,11.6,24,279.75,84832,1
4,kerosene,80,104,10,20,265.2,84836,1
1,kerosene,70,89,9.3,9,238.95,84840,1
5,kerosene,30,106,0,75,309.3,84849B,0
4,thinner,140,87,4.8,4,247.85,84913A,0
3,gasoline,120,105,4.8,52,301.75,84913B,0
4,kerosene,120,103,5.3,48,292.65,84916,0
4,gasoline,30,89,14.2,32,271.95,84917,1
5,thinner,10,106,14.4,15,307.3,84923,1
2,gasoline,70,87,10.3,6,235.85,84946,1
1,kerosene,40,93,13.5,50,249.15,84947,1
2,thinner,20,80,5,3,239,84970S,1
2,kerosene,50,107,14.2,35,307.85,84978,1
4,kerosene,150,105,0,70,306.75,84997A,0
4,kerosene,70,107,13.6,35,299.85,84997B,1
2,kerosene,140,105,4,42,289.75,85014B,0
4,thinner,10,111,15.5,38,304.05,85017A,1
5,thinner,160,93,4.9,25,244.15,85017B,0
3,kerosene,190,102,2.5,51,275.1,85020,0
1,kerosene,150,92,3.3,18,282.6,85034C,1
1,kerosene,110,107,8.8,32,313.85,85035A,1
2,kerosene,10,105,12.9,8,269.75,85035C,1
4,thinner,10,109,15.2,21,322.95,85039C,1
4,thinner,90,75,0,1,207.25,85048,0
4,thinner,80,106,12,27,277.3,85049C,1
4,thinner,170,94,3.7,32,276.7,85049E,0
3,kerosene,170,96,3.2,40,257.8,85078,0
6,lpg,30,108,14.4,35,321.4,85087,1
1,kerosene,190,94,2.9,40,241.7,85094,0
2,kerosene,140,87,4.8,4,249.85,85116,0
1,thinner,120,105,7.9,32,315.75,85123A,1
1,kerosene,30,96,0,72,275.8,85125,0
7,lpg,140,92,4.2,20,237.6,85131A,1
5,kerosene,50,92,9.9,12,234.6,85131B,1
2,kerosene,180,93,3.6,34,254.15,85131D,0
5,gasoline,100,105,2.5,65,300.75,85135B,0
1,thinner,110,100,7.7,16,288,85135C,1
4,kerosene,60,104,12,20,269.2,85150,1
4,kerosene,30,110,15.2,40,321.5,85175,1
2,thinner,70,106,7.5,55,316.3,85176,0
1,kerosene,180,103,2.5,52,297.65,85177,0
2,kerosene,140,92,5.3,28,242.6,85178,0
3,thinner,70,102,2.8,66,296.1,85185B,0
5,gasoline,110,96,1.9,66,271.8,85199S,0
6,lpg,190,92,2.3,18,274.6,85227,0
4,gasoline,110,96,1.9,66,255.8,85231B,0
3,thinner,160,105,3.7,42,301.75,85231G,0
2,gasoline,50,108,14.5,36,286.4,90002D,1
1,kerosene,60,105,11.6,51,304.75,90013A,1
4,thinner,90,90,8.2,12,270.5,90040B,1
2,thinner,40,101,3.2,66,274.55,90059A,1
5,kerosene,170,76,0,1,210.8,90059E,0
4,thinner,40,107,15.2,44,285.85,90062,1
7,lpg,10,106,12.3,14,274.3,90073,1
6,lpg,190,96,0,68,262.8,90074,0
1,thinner,10,109,4.5,67,297.95,90104,1
5,thinner,180,96,0,67,287.8,90114,0
7,lpg,180,92,3.8,30,261.6,90129A,0
7,lpg,140,94,3.3,52,272.7,90129B,0
4,kerosene,190,96,1,65,250.8,90129C,0
5,kerosene,90,89,10.9,17,276.95,90129D,1
5,kerosene,20,92,13.2,21,276.6,90129E,1
4,kerosene,90,85,4.4,3,260.75,90129F,0
2,gasoline,10,105,15.2,45,288.75,90160C,1
3,kerosene,110,103,7.5,22,264.65,90161B,1
5,thinner,50,106,11.2,60,291.3,90161D,0
4,gasoline,180,104,0,75,282.2,90173,0
4,thinner,40,93,13.5,50,268.15,90175B,1
6,lpg,90,90,8.2,12,266.5,90177D,1
2,thinner,140,96,0,75,261.8,90181B,0
3,kerosene,40,88,12,19,272.4,90184C,1
4,thinner,190,97,2.6,28,288.35,90185A,0
1,gasoline,80,91,8.6,12,250.05,90200D,1
4,kerosene,110,89,7.5,5,234.95,90200E,0
2,thinner,50,105,12.5,21,317.75,90201B,1
1,gasoline,160,92,3.4,22,275.6,90205A,1
3,thinner,80,106,12.3,36,300.3,90208,1
3,kerosene,170,102,0,75,295.1,90209B,0
3,kerosene,100,104,7.4,47,270.2,90211A,0
2,thinner,100,86,6.5,4,251.3,90214B,0
7,lpg,100,86,6.5,4,238.3,90214C,0
6,lpg,140,95,2.8,60,287.25,DOT,0
3,thinner,150,74,0,1,215.7,11001,0
7,lpg,160,91,2.7,8,249.05,15036,0
6,lpg,150,96,1.4,65,253.8,15044B,0
1,kerosene,190,93,2.3,48,241.15,15044D,0
4,kerosene,10,106,15.4,40,320.3,15060B,1
3,kerosene,170,105,1.3,65,293.75,16225,0
5,thinner,110,106,8.5,34,283.3,16235,0
1,kerosene,190,96,0,70,250.8,16236,0
1,gasoline,90,106,12.2,36,311.3,16237,1
2,kerosene,170,86,3.1,6,248.3,17003,0
6,lpg,120,90,4.2,12,271.5,17012B,1
2,kerosene,190,92,2.6,32,234.6,17084N,0
4,gasoline,170,88,4.2,17,258.4,18007,1
2,gasoline,60,106,12.5,24,297.3,18098C,1
3,gasoline,120,104,5.7,21,273.2,20615,1
1,thinner,190,92,2,19,246.6,20652,0
1,thinner,20,95,16.3,45,243.25,20658,1
4,gasoline,110,100,7.7,16,283,20665,1
1,kerosene,30,90,10.3,15,264.5,20682,1
2,gasoline,10,106,15.4,40,276.3,20684,1
6,lpg,20,92,13.3,28,234.6,22697,1
1,kerosene,110,89,8.1,6,259.95,22699,1
5,gasoline,160,91,2.1,9,272.05,21877,0
4,thinner,70,106,13,34,284.3,21875,1
6,lpg,170,83,2,3,236.65,21069,0
3,thinner,170,83,2,3,211.65,21071,0
5,thinner,90,105,3.1,65,315.75,22072,0
3,gasoline,50,95,0,75,266.25,21527,0
1,thinner,90,106,12,27,277.3,22151,1
4,gasoline,150,102,3.7,48,261.1,M,0
2,thinner,120,105,4.8,52,305.75,22480,0
2,gasoline,100,106,0,70,273.3,22488,0
5,gasoline,30,92,11.3,8,282.6,84707A,1
1,kerosene,180,96,0,67,288.8,21034,0
3,gasoline,140,93,4.3,47,276.15,84270,0
3,kerosene,40,109,14.9,35,296.95,90167,1
5,kerosene,170,85,3.3,5,254.75,22959,0
2,gasoline,50,108,13.2,50,308.4,37474,1
1,gasoline,160,95,2.5,60,284.25,22616,0
4,thinner,100,89,7.1,7,259.95,21875,1
1,kerosene,170,91,2,7,255.05,21587,0
3,kerosene,110,96,0,72,274.8,85174,0
1,gasoline,60,105,12.3,21,308.75,72802A,1
2,thinner,50,92,12.3,23,258.6,22727,1
2,kerosene,40,108,14.8,40,302.4,22158,1
4,thinner,140,74,0,1,231.7,22095,0
4,gasoline,40,87,11.2,6,229.85,35001W,1
2,thinner,160,93,4.9,25,276.15,21617,0
2,gasoline,100,88,7,5,251.4,47566,1
4,thinner,120,89,4,11,229.95,21001,0
1,gasoline,190,96,1,65,273.8,21000,0
5,thinner,50,101,0,68,257.55,22844,0
2,kerosene,60,88,9.9,10,253.4,22503,1
3,gasoline,190,93,2.5,45,243.15,21624,0
4,kerosene,80,102,0,68,292.1,22169,0
1,kerosene,90,88,7.4,11,235.4,21165,1
4,gasoline,120,105,5,22,280.75,22086,1
3,kerosene,70,106,7.2,60,289.3,22910,0
3,thinner,70,107,10.7,22,292.85,21272,1
4,gasoline,50,107,13.5,47,295.85,22865,1
5,gasoline,140,93,5.7,30,257.15,22866,0
3,kerosene,80,96,2.8,66,258.8,22867,0
6,lpg,80,110,11.6,38,285.5,22983,1
1,thinner,190,102,2.9,25,267.1,22806,0
4,gasoline,40,110,14.4,36,315.5,22851,1
3,thinner,130,90,3.3,9,248.5,22188,1
6,lpg,50,108,13.4,48,283.4,22170,1
3,thinner,30,108,14.4,35,304.4,22752,1
1,gasoline,150,90,3.7,20,257.5,82582,1
1,thinner,10,92,12.5,11,234.6,21181,1
2,kerosene,80,90,9.3,8,250.5,22835,1
6,lpg,80,92,10.5,21,250.6,22114,1
7,lpg,50,90,9.3,5,258.5,21912,1
6,lpg,180,95,2.7,48,248.25,22622,0
4,gasoline,60,107,14.4,36,306.85,22544,1
5,gasoline,170,94,4.3,24,261.7,21790,0
4,thinner,10,109,14.9,34,281.95,84029E,1
2,gasoline,100,94,6,20,265.7,22112,1
7,lpg,160,93,4.9,25,250.15,22114,0
2,kerosene,100,92,5.6,21,277.6,21479,1
4,kerosene,10,110,15.4,48,296.5,85174,1
3,thinner,130,108,0,75,310.4,22212,0
7,lpg,60,95,9.5,60,287.25,22494,0
4,thinner,140,94,3.3,52,244.7,21260,0
4,gasoline,70,105,0,70,297.75,21916,0
4,thinner,90,96,2.5,66,282.8,22768,0
3,kerosene,20,111,14.9,48,284.05,22767,1
5,gasoline,190,92,1.4,11,269.6,22173,0
1,kerosene,150,90,3.7,21,265.5,21870,1
4,thinner,60,107,14.2,33,295.85,21872,1
5,gasoline,10,105,12.9,8,269.75,21876,1
5,gasoline,80,90,9.3,8,277.5,21874,1
5,gasoline,10,110,15.2,36,293.5,22766,1
2,gasoline,180,87,2.8,5,255.85,22693,0
2,thinner,110,108,4.2,52,297.4,22423,0
3,gasoline,130,99,5,42,272.45,21506,0
4,gasoline,170,94,2.3,52,269.7,22835,0
1,kerosene,150,92,4.5,24,246.6,22580,0
3,thinner,180,101,3.1,44,270.55,22418,0
3,kerosene,120,105,4.8,52,279.75,20782,0
1,kerosene,190,92,2.6,32,248.6,21135,0
4,kerosene,80,106,12,27,274.3,21175,1
5,kerosene,60,108,14.2,45,290.4,21397,1
2,gasoline,140,93,4.3,47,253.15,21411,0
4,kerosene,40,107,14.9,45,321.85,21624,1
